"IMMUNE_CELLTYPE"	"TC"	"Correlation"	"PValue"
"814"	"T.cells.CD4.memory.activated"	"V150"	0.037670406	8.13e-08
"815"	"T.cells.CD4.memory.activated"	"V155"	0.030507207	1.4e-05
"816"	"T.cells.CD4.memory.activated"	"V157"	0.073787172	7.14e-26
"817"	"T.cells.CD4.memory.activated"	"V159"	-0.01375653	0.05019088
"818"	"T.cells.CD4.memory.activated"	"V166"	-0.021230713	0.002506704
"819"	"T.cells.CD4.memory.activated"	"V180"	-0.048571854	4.57e-12
"820"	"T.cells.CD4.memory.activated"	"V184"	-0.027413079	9.5e-05
"821"	"T.cells.CD4.memory.activated"	"V189"	0.089114675	5.15e-37
"822"	"T.cells.CD4.memory.activated"	"V190"	0.131494918	7.56e-79
"823"	"T.cells.CD4.memory.activated"	"V205"	0.069530335	3.78e-23
"824"	"T.cells.CD4.memory.activated"	"V219"	0.041893808	2.43e-09
"825"	"T.cells.CD4.memory.activated"	"V222"	0.000964101	0.890841325
"826"	"T.cells.CD4.memory.activated"	"V227"	-0.259935319	3.17881519432907e-310
"827"	"T.cells.CD4.memory.activated"	"V231"	0.106940269	1.27e-52
"828"	"T.cells.CD4.memory.activated"	"V238"	-0.048513519	4.85e-12
"829"	"T.cells.CD4.memory.activated"	"V241"	-0.15189234	7.19e-105
"830"	"T.cells.CD4.memory.activated"	"V255"	0.04251408	1.41e-09
"831"	"T.cells.CD4.memory.activated"	"V256"	-0.131902156	2.49e-79
"832"	"T.cells.CD4.memory.activated"	"V260"	-0.038060942	5.96e-08
"833"	"T.cells.CD4.memory.activated"	"V261"	-0.348302133	0
"834"	"T.cells.CD4.memory.activated"	"V268"	0.024157888	0.000583058
"835"	"T.cells.CD4.memory.activated"	"V270"	0.000901999	0.897832799
"836"	"T.cells.CD4.memory.activated"	"V281"	0.033164047	2.33e-06
"837"	"T.cells.CD4.memory.activated"	"V284"	-0.16250239	5.98e-120
"838"	"T.cells.CD4.memory.activated"	"V286"	-0.019582274	0.005306689
"839"	"T.cells.CD4.memory.activated"	"V287"	0.027214438	0.00010676
"840"	"T.cells.CD4.memory.activated"	"V294"	0.048747601	3.83e-12
"841"	"T.cells.CD4.memory.activated"	"V308"	-0.010618303	0.130646556
"842"	"T.cells.CD4.memory.activated"	"V327"	-0.046125305	5.05e-11
"843"	"T.cells.CD4.memory.activated"	"V337"	-0.033570581	1.75e-06
"844"	"T.cells.CD4.memory.activated"	"V362"	-0.031170604	9.07e-06
"845"	"T.cells.CD4.memory.activated"	"V370"	0.019904437	0.004601599
"846"	"T.cells.CD4.memory.activated"	"V375"	0.028098973	6.32e-05
"847"	"T.cells.CD4.memory.activated"	"V385"	0.006893587	0.326438313
"848"	"T.cells.CD4.memory.activated"	"V386"	-0.007946854	0.257949066
"849"	"T.cells.CD4.memory.activated"	"V392"	-0.111377193	5.94e-57
"850"	"T.cells.CD4.memory.activated"	"V393"	0.086697183	4.06e-35
"851"	"T.cells.CD4.memory.activated"	"V400"	0.05975824	1.68e-17
"852"	"T.cells.CD4.memory.activated"	"V403"	-0.056087386	1.35e-15
"853"	"T.cells.CD4.memory.activated"	"V405"	0.038541414	4.06e-08
"854"	"T.cells.CD4.memory.activated"	"V423"	0.124510848	7.95e-71
"855"	"T.cells.CD4.memory.activated"	"V431"	-0.055577944	2.42e-15
"856"	"T.cells.CD4.memory.activated"	"V435"	-0.016945639	0.015848596
"857"	"T.cells.CD4.memory.activated"	"V451"	-0.005162789	0.462383608
"858"	"T.cells.CD4.memory.activated"	"V452"	0.17582503	2.11e-140
"859"	"T.cells.CD4.memory.activated"	"V455"	0.012123145	0.084384807
"860"	"T.cells.CD4.memory.activated"	"V458"	-0.003998156	0.569261454
"861"	"T.cells.CD4.memory.activated"	"V461"	0.049753317	1.37e-12
"862"	"T.cells.CD4.memory.activated"	"V464"	0.034794607	7.25e-07
"863"	"T.cells.CD4.memory.activated"	"V469"	0.04009867	1.13e-08
"864"	"T.cells.CD4.memory.activated"	"V473"	0.056094998	1.33e-15
"865"	"T.cells.CD4.memory.activated"	"V479"	0.053467992	2.6e-14
"866"	"T.cells.CD4.memory.activated"	"V484"	0.010147195	0.148601319
"867"	"T.cells.CD4.memory.activated"	"V493"	0.042581887	1.33e-09
"868"	"T.cells.CD4.memory.activated"	"V504"	-0.026368927	0.000173849
"869"	"T.cells.CD4.memory.activated"	"V519"	-0.031281931	8.43e-06
"870"	"T.cells.CD4.memory.activated"	"V527"	0.079376879	1.08e-29
"871"	"T.cells.CD4.memory.activated"	"V528"	0.015957091	0.023108552
"872"	"T.cells.CD4.memory.activated"	"V533"	-0.024730756	0.000429988
"873"	"T.cells.CD4.memory.activated"	"V537"	0.048832044	3.52e-12
"874"	"T.cells.CD4.memory.activated"	"V562"	-0.047379938	1.5e-11
"875"	"T.cells.CD4.memory.activated"	"V570"	0.025468218	0.00028786
"876"	"T.cells.CD4.memory.activated"	"V576"	0.008990918	0.200586521
"877"	"T.cells.CD4.memory.activated"	"V590"	0.213775369	3.86e-208
"878"	"T.cells.CD4.memory.activated"	"V592"	0.088801783	9.13e-37
"879"	"T.cells.CD4.memory.activated"	"V611"	0.037809014	7.28e-08
"880"	"T.cells.CD4.memory.activated"	"V625"	-0.075740703	3.55e-27
"881"	"T.cells.CD4.memory.activated"	"V626"	-0.035164942	5.52e-07
"882"	"T.cells.CD4.memory.activated"	"V628"	-0.208871	1.39e-198
"883"	"T.cells.CD4.memory.activated"	"V632"	-0.028460844	5.07e-05
"884"	"T.cells.CD4.memory.activated"	"V645"	0.019919893	0.004570012
"885"	"T.cells.CD4.memory.activated"	"V648"	0.030549432	1.36e-05
"886"	"T.cells.CD4.memory.activated"	"V657"	0.048748854	3.82e-12
"887"	"T.cells.CD4.memory.activated"	"V658"	0.057646892	2.16e-16
"888"	"T.cells.CD4.memory.activated"	"V662"	-0.027896583	7.13e-05
"889"	"T.cells.CD4.memory.activated"	"V663"	0.005753206	0.412800552
"890"	"T.cells.CD4.memory.activated"	"V675"	-0.100435806	1.36e-46
"891"	"T.cells.CD4.memory.activated"	"V677"	-0.058982484	4.33e-17
"892"	"T.cells.CD4.memory.activated"	"V678"	0.042821701	1.07e-09
"893"	"T.cells.CD4.memory.activated"	"V681"	0.049929875	1.14e-12
"894"	"T.cells.CD4.memory.activated"	"V684"	-0.003611614	0.607171865
"895"	"T.cells.CD4.memory.activated"	"V689"	-0.119727751	1.37e-65
"896"	"T.cells.CD4.memory.activated"	"V702"	0.093640634	1.05e-40
"897"	"T.cells.CD4.memory.activated"	"V703"	0.012931251	0.065645084
"898"	"T.cells.CD4.memory.activated"	"V710"	-0.005204286	0.458793683
"899"	"T.cells.CD4.memory.activated"	"V719"	0.039316964	2.16e-08
"900"	"T.cells.CD4.memory.activated"	"V723"	-0.05523907	3.57e-15
"901"	"T.cells.CD4.memory.activated"	"V731"	0.037352252	1.04e-07
"902"	"T.cells.CD4.memory.activated"	"V743"	0.065022768	1.94e-20
"903"	"T.cells.CD4.memory.activated"	"V746"	-0.062184077	7.97e-19
"904"	"T.cells.CD4.memory.activated"	"V750"	-0.044267739	2.89e-10
"905"	"T.cells.CD4.memory.activated"	"V759"	-0.131885884	2.61e-79
"906"	"T.cells.CD4.memory.activated"	"V772"	-0.006146758	0.381574594
"907"	"T.cells.CD4.memory.activated"	"V774"	-0.025688101	0.000254883
"908"	"T.cells.CD4.memory.activated"	"V790"	0.027165292	0.000109871
"909"	"T.cells.CD4.memory.activated"	"V792"	-0.007478565	0.287062412
"910"	"T.cells.CD4.memory.activated"	"V794"	0.034766356	7.4e-07
"911"	"T.cells.CD4.memory.activated"	"V802"	0.087983478	4.04e-36
"912"	"T.cells.CD4.memory.activated"	"V804"	0.072115743	8.76e-25
"913"	"T.cells.CD4.memory.activated"	"V810"	-0.029178599	3.26e-05
"914"	"T.cells.CD4.memory.activated"	"V814"	-0.031936402	5.43e-06
"915"	"T.cells.CD4.memory.activated"	"V817"	-0.027596505	8.53e-05
"916"	"T.cells.CD4.memory.activated"	"V820"	-0.004665902	0.506565859
"917"	"T.cells.CD4.memory.activated"	"V821"	0.264281773	5.36555291383594e-321
"918"	"T.cells.CD4.memory.activated"	"V822"	0.002916311	0.678041215
"919"	"T.cells.CD4.memory.activated"	"V823"	0.031745128	6.18e-06
"920"	"T.cells.CD4.memory.activated"	"V830"	-0.04422368	3.01e-10
"921"	"T.cells.CD4.memory.activated"	"V834"	0.022309554	0.001492394
"922"	"T.cells.CD4.memory.activated"	"V838"	0.087588438	8.23e-36
"923"	"T.cells.CD4.memory.activated"	"V844"	-0.011246765	0.109371002
"924"	"T.cells.CD4.memory.activated"	"V851"	0.020978707	0.002820562
"925"	"T.cells.follicular.helper"	"V13"	0.084737723	1.28e-33
"926"	"T.cells.follicular.helper"	"V14"	0.015655181	0.025837182
"927"	"T.cells.follicular.helper"	"V17"	-0.04719882	1.79e-11
"928"	"T.cells.follicular.helper"	"V23"	-0.059438306	2.49e-17
"929"	"T.cells.follicular.helper"	"V25"	0.11259376	3.59e-58
"930"	"T.cells.follicular.helper"	"V27"	-0.277424532	0
"931"	"T.cells.follicular.helper"	"V37"	0.156658664	1.64e-111
"932"	"T.cells.follicular.helper"	"V40"	-0.038197382	5.35e-08
"933"	"T.cells.follicular.helper"	"V52"	-0.060307716	8.5e-18
"934"	"T.cells.follicular.helper"	"V54"	0.055562726	2.46e-15
"935"	"T.cells.follicular.helper"	"V67"	-0.012293943	0.080099679
"936"	"T.cells.follicular.helper"	"V68"	-0.026952739	0.000124335
"937"	"T.cells.follicular.helper"	"V83"	0.017627321	0.012092183
"938"	"T.cells.follicular.helper"	"V94"	0.054186374	1.17e-14
"939"	"T.cells.follicular.helper"	"V100"	0.071134841	3.71e-24
"940"	"T.cells.follicular.helper"	"V112"	-0.059809875	1.57e-17
"941"	"T.cells.follicular.helper"	"V118"	-0.135807114	5.01e-84
"942"	"T.cells.follicular.helper"	"V119"	0.043797058	4.45e-10
"943"	"T.cells.follicular.helper"	"V140"	-0.178986513	1.66e-145
"944"	"T.cells.follicular.helper"	"V142"	0.007042889	0.316069774
"945"	"T.cells.follicular.helper"	"V149"	0.114583881	3.4e-60
"946"	"T.cells.follicular.helper"	"V150"	0.09725406	8.73e-44
"947"	"T.cells.follicular.helper"	"V155"	0.077954222	1.08e-28
"948"	"T.cells.follicular.helper"	"V157"	0.086699773	4.04e-35
"949"	"T.cells.follicular.helper"	"V159"	-0.014103098	0.044677862
"950"	"T.cells.follicular.helper"	"V166"	-0.018021964	0.010298758
"951"	"T.cells.follicular.helper"	"V180"	-0.002731809	0.697369662
"952"	"T.cells.follicular.helper"	"V184"	-0.067609844	5.67e-22
"953"	"T.cells.follicular.helper"	"V189"	0.064052258	7.03e-20
"954"	"T.cells.follicular.helper"	"V190"	0.156514524	2.62e-111
"955"	"T.cells.follicular.helper"	"V205"	0.062919227	3.09e-19
"956"	"T.cells.follicular.helper"	"V219"	0.06323498	2.05e-19
"957"	"T.cells.follicular.helper"	"V222"	-0.011311469	0.107345854
"958"	"T.cells.follicular.helper"	"V227"	-0.272055983	0
"959"	"T.cells.follicular.helper"	"V231"	0.070106253	1.65e-23
"960"	"T.cells.follicular.helper"	"V238"	-0.059244721	3.15e-17
"961"	"T.cells.follicular.helper"	"V241"	-0.117705734	1.93e-63
"962"	"T.cells.follicular.helper"	"V255"	0.028396961	5.27e-05
"963"	"T.cells.follicular.helper"	"V256"	-0.177432108	5.51e-143
"964"	"T.cells.follicular.helper"	"V260"	-0.030670606	1.26e-05
"965"	"T.cells.follicular.helper"	"V261"	-0.280536577	0
"966"	"T.cells.follicular.helper"	"V268"	0.066801776	1.73e-21
"967"	"T.cells.follicular.helper"	"V270"	-0.048908905	3.25e-12
"968"	"T.cells.follicular.helper"	"V281"	0.054887571	5.32e-15
"969"	"T.cells.follicular.helper"	"V284"	-0.173019601	5.92e-136
"970"	"T.cells.follicular.helper"	"V286"	-0.025543535	0.000276139
"971"	"T.cells.follicular.helper"	"V287"	-0.019674443	0.005095612
"972"	"T.cells.follicular.helper"	"V294"	0.093982981	5.42e-41
"973"	"T.cells.follicular.helper"	"V308"	0.008128935	0.247201948
"974"	"T.cells.follicular.helper"	"V327"	-0.054577197	7.55e-15
"975"	"T.cells.follicular.helper"	"V337"	-0.060169318	1.01e-17
"976"	"T.cells.follicular.helper"	"V362"	-0.012908123	0.066129215
"977"	"T.cells.follicular.helper"	"V370"	0.033426079	1.94e-06
"978"	"T.cells.follicular.helper"	"V375"	0.040717879	6.69e-09
"979"	"T.cells.follicular.helper"	"V385"	-0.007484938	0.286651877
"980"	"T.cells.follicular.helper"	"V386"	0.013339647	0.057566815
"981"	"T.cells.follicular.helper"	"V392"	-0.108063585	1.06e-53
"982"	"T.cells.follicular.helper"	"V393"	0.138208834	5.51e-87
"983"	"T.cells.follicular.helper"	"V400"	0.064239289	5.49e-20
"984"	"T.cells.follicular.helper"	"V403"	-0.019800101	0.004820067
"985"	"T.cells.follicular.helper"	"V405"	0.039443081	1.94e-08
"986"	"T.cells.follicular.helper"	"V423"	0.116534901	3.26e-62
"987"	"T.cells.follicular.helper"	"V431"	-0.041799577	2.64e-09
"988"	"T.cells.follicular.helper"	"V435"	0.063561781	1.34e-19
"989"	"T.cells.follicular.helper"	"V451"	-0.065457438	1.08e-20
"990"	"T.cells.follicular.helper"	"V452"	0.113228978	8.19e-59
"991"	"T.cells.follicular.helper"	"V455"	0.006168605	0.37988466
"992"	"T.cells.follicular.helper"	"V458"	-0.01033395	0.14127051
"993"	"T.cells.follicular.helper"	"V461"	0.062512426	5.23e-19
"994"	"T.cells.follicular.helper"	"V464"	0.04202028	2.17e-09
"995"	"T.cells.follicular.helper"	"V469"	0.054744419	6.25e-15
"996"	"T.cells.follicular.helper"	"V473"	0.108361863	5.46e-54
"997"	"T.cells.follicular.helper"	"V479"	0.060895002	4.08e-18
"998"	"T.cells.follicular.helper"	"V484"	0.002529452	0.718796369
"999"	"T.cells.follicular.helper"	"V493"	0.070424983	1.04e-23
"1000"	"T.cells.follicular.helper"	"V504"	0.016622258	0.017964908
"1001"	"T.cells.follicular.helper"	"V519"	0.023372888	0.000876028
"1002"	"T.cells.follicular.helper"	"V527"	0.076958274	5.25e-28
"1003"	"T.cells.follicular.helper"	"V528"	0.132384674	6.67e-80
"1004"	"T.cells.follicular.helper"	"V533"	-0.051433328	2.36e-13
"1005"	"T.cells.follicular.helper"	"V537"	-0.023199963	0.000956709
"1006"	"T.cells.follicular.helper"	"V562"	-0.060450083	7.12e-18
"1007"	"T.cells.follicular.helper"	"V570"	-0.045767217	7.11e-11
"1008"	"T.cells.follicular.helper"	"V576"	0.015214334	0.03032001
"1009"	"T.cells.follicular.helper"	"V590"	0.317588672	0
"1010"	"T.cells.follicular.helper"	"V592"	0.301308479	0
"1011"	"T.cells.follicular.helper"	"V611"	0.1072018	7.16e-53
"1012"	"T.cells.follicular.helper"	"V625"	-0.014616937	0.037449383
"1013"	"T.cells.follicular.helper"	"V626"	-0.04240624	1.55e-09
"1014"	"T.cells.follicular.helper"	"V628"	-0.165821108	6.93e-125
"1015"	"T.cells.follicular.helper"	"V632"	-0.036368733	2.23e-07
"1016"	"T.cells.follicular.helper"	"V645"	0.010753512	0.125817394
"1017"	"T.cells.follicular.helper"	"V648"	0.051310988	2.69e-13
"1018"	"T.cells.follicular.helper"	"V657"	0.040936947	5.55e-09
"1019"	"T.cells.follicular.helper"	"V658"	0.128006078	8.75e-75
"1020"	"T.cells.follicular.helper"	"V662"	-0.033599637	1.72e-06
"1021"	"T.cells.follicular.helper"	"V663"	-0.010392775	0.139019929
"1022"	"T.cells.follicular.helper"	"V675"	-0.04431334	2.77e-10
"1023"	"T.cells.follicular.helper"	"V677"	-0.085710324	2.33e-34
"1024"	"T.cells.follicular.helper"	"V678"	-0.01329981	0.058316564
"1025"	"T.cells.follicular.helper"	"V681"	0.146099265	4.39e-97
"1026"	"T.cells.follicular.helper"	"V684"	-0.015346473	0.028911005
"1027"	"T.cells.follicular.helper"	"V689"	-0.103288031	3.44e-49
"1028"	"T.cells.follicular.helper"	"V702"	0.018707578	0.007738869
"1029"	"T.cells.follicular.helper"	"V703"	-0.027357301	9.82e-05
"1030"	"T.cells.follicular.helper"	"V710"	0.003749156	0.593553284
"1031"	"T.cells.follicular.helper"	"V719"	0.02608661	0.000203961
"1032"	"T.cells.follicular.helper"	"V723"	-0.02328504	0.000916192
"1033"	"T.cells.follicular.helper"	"V731"	0.039949996	1.28e-08
"1034"	"T.cells.follicular.helper"	"V743"	0.082721273	4.11e-32
"1035"	"T.cells.follicular.helper"	"V746"	-0.067234265	9.55e-22
"1036"	"T.cells.follicular.helper"	"V750"	-0.127590601	2.62e-74
"1037"	"T.cells.follicular.helper"	"V759"	-0.138403317	3.16e-87
"1038"	"T.cells.follicular.helper"	"V772"	-0.024260708	0.0005523
"1039"	"T.cells.follicular.helper"	"V774"	0.036815777	1.58e-07
"1040"	"T.cells.follicular.helper"	"V790"	0.019688283	0.00506458
"1041"	"T.cells.follicular.helper"	"V792"	0.005432976	0.439291938
"1042"	"T.cells.follicular.helper"	"V794"	0.074414989	2.74e-26
"1043"	"T.cells.follicular.helper"	"V802"	0.095161394	5.48e-42
"1044"	"T.cells.follicular.helper"	"V804"	0.102948929	7.06e-49
"1045"	"T.cells.follicular.helper"	"V810"	-0.034389893	9.74e-07
"1046"	"T.cells.follicular.helper"	"V814"	-0.092570298	8.13e-40
"1047"	"T.cells.follicular.helper"	"V817"	-0.011205316	0.110684088
"1048"	"T.cells.follicular.helper"	"V820"	-6.61e-05	0.992489949
"1049"	"T.cells.follicular.helper"	"V821"	0.329536817	0
"1050"	"T.cells.follicular.helper"	"V822"	0.060120099	1.07e-17
"1051"	"T.cells.follicular.helper"	"V823"	0.032750919	3.11e-06
"1052"	"T.cells.follicular.helper"	"V830"	-0.025465814	0.000288242
"1053"	"T.cells.follicular.helper"	"V834"	0.053912584	1.59e-14
"1054"	"T.cells.follicular.helper"	"V838"	0.049929295	1.14e-12
"1055"	"T.cells.follicular.helper"	"V844"	-0.038383522	4.61e-08
"1056"	"T.cells.follicular.helper"	"V851"	0.023168706	0.000972007
"1057"	"T.cells.regulatory..Tregs."	"V13"	0.093927059	6.03e-41
"1058"	"T.cells.regulatory..Tregs."	"V14"	-0.071186224	3.44e-24
"1059"	"T.cells.regulatory..Tregs."	"V17"	-0.045210921	1.2e-10
"1060"	"T.cells.regulatory..Tregs."	"V23"	-0.13529328	2.12e-83
"1061"	"T.cells.regulatory..Tregs."	"V25"	-0.000692427	0.921482111
"1062"	"T.cells.regulatory..Tregs."	"V27"	-0.011312442	0.107315648
"1063"	"T.cells.regulatory..Tregs."	"V37"	-0.062192406	7.88e-19
"1064"	"T.cells.regulatory..Tregs."	"V40"	-0.007832704	0.264849611
"1065"	"T.cells.regulatory..Tregs."	"V52"	-0.054522521	8.03e-15
"1066"	"T.cells.regulatory..Tregs."	"V54"	0.028670592	4.46e-05
"1067"	"T.cells.regulatory..Tregs."	"V67"	0.043267554	7.18e-10
"1068"	"T.cells.regulatory..Tregs."	"V68"	0.039033566	2.72e-08
"1069"	"T.cells.regulatory..Tregs."	"V83"	-0.07454569	2.25e-26
"1070"	"T.cells.regulatory..Tregs."	"V94"	0.005893298	0.401515446
"1071"	"T.cells.regulatory..Tregs."	"V100"	0.055695688	2.11e-15
"1072"	"T.cells.regulatory..Tregs."	"V112"	0.011469727	0.102517721
"1073"	"T.cells.regulatory..Tregs."	"V118"	-0.016040995	0.022396149
"1074"	"T.cells.regulatory..Tregs."	"V119"	-0.064731025	2.86e-20
"1075"	"T.cells.regulatory..Tregs."	"V140"	0.00250217	0.721702574
"1076"	"T.cells.regulatory..Tregs."	"V142"	0.101444083	1.67e-47
"1077"	"T.cells.regulatory..Tregs."	"V149"	-0.009512144	0.175709737
"1078"	"T.cells.regulatory..Tregs."	"V150"	0.036009835	2.93e-07
"1079"	"T.cells.regulatory..Tregs."	"V155"	0.049273615	2.24e-12
"1080"	"T.cells.regulatory..Tregs."	"V157"	0.042803136	1.09e-09
"1081"	"T.cells.regulatory..Tregs."	"V159"	-0.007797846	0.266981951
"1082"	"T.cells.regulatory..Tregs."	"V166"	0.009847716	0.160958361
"1083"	"T.cells.regulatory..Tregs."	"V180"	0.002598918	0.711415014
"1084"	"T.cells.regulatory..Tregs."	"V184"	-0.083076565	2.25e-32
"1085"	"T.cells.regulatory..Tregs."	"V189"	-0.043640139	5.13e-10
"1086"	"T.cells.regulatory..Tregs."	"V190"	0.075688061	3.85e-27
"1087"	"T.cells.regulatory..Tregs."	"V205"	-0.051717329	1.75e-13
"1088"	"T.cells.regulatory..Tregs."	"V219"	0.016849045	0.01645651
"1089"	"T.cells.regulatory..Tregs."	"V222"	-0.054493627	8.3e-15
"1090"	"T.cells.regulatory..Tregs."	"V227"	-0.004384081	0.532577249
"1091"	"T.cells.regulatory..Tregs."	"V231"	0.003342871	0.634174999
"1092"	"T.cells.regulatory..Tregs."	"V238"	-0.005452262	0.437669365
"1093"	"T.cells.regulatory..Tregs."	"V241"	0.039615345	1.69e-08
"1094"	"T.cells.regulatory..Tregs."	"V255"	-0.021166804	0.002583122
"1095"	"T.cells.regulatory..Tregs."	"V256"	0.035828523	3.36e-07
"1096"	"T.cells.regulatory..Tregs."	"V260"	-0.002002281	0.775625089
"1097"	"T.cells.regulatory..Tregs."	"V261"	0.034564965	8.58e-07
"1098"	"T.cells.regulatory..Tregs."	"V268"	0.070821695	5.86e-24
"1099"	"T.cells.regulatory..Tregs."	"V270"	-0.039814101	1.43e-08
"1100"	"T.cells.regulatory..Tregs."	"V281"	0.032526113	3.63e-06
"1101"	"T.cells.regulatory..Tregs."	"V284"	0.008280723	0.23848561
"1102"	"T.cells.regulatory..Tregs."	"V286"	-0.007705985	0.272657728
"1103"	"T.cells.regulatory..Tregs."	"V287"	-0.059738922	1.72e-17
"1104"	"T.cells.regulatory..Tregs."	"V294"	0.069976843	1.99e-23
"1105"	"T.cells.regulatory..Tregs."	"V308"	0.04710588	1.96e-11
"1106"	"T.cells.regulatory..Tregs."	"V327"	-0.04137614	3.81e-09
"1107"	"T.cells.regulatory..Tregs."	"V337"	-0.005467423	0.436396305
"1108"	"T.cells.regulatory..Tregs."	"V362"	0.105234128	5.29e-51
"1109"	"T.cells.regulatory..Tregs."	"V370"	-0.020623502	0.003324034
"1110"	"T.cells.regulatory..Tregs."	"V375"	0.122801908	6.24e-69
"1111"	"T.cells.regulatory..Tregs."	"V385"	-0.02741333	9.5e-05
"1112"	"T.cells.regulatory..Tregs."	"V386"	0.08912779	5.03e-37
"1113"	"T.cells.regulatory..Tregs."	"V392"	0.02964775	2.43e-05
"1114"	"T.cells.regulatory..Tregs."	"V393"	0.026533059	0.000158319
"1115"	"T.cells.regulatory..Tregs."	"V400"	-0.070306582	1.24e-23
"1116"	"T.cells.regulatory..Tregs."	"V403"	0.024759731	0.000423345
"1117"	"T.cells.regulatory..Tregs."	"V405"	-0.057517626	2.52e-16
"1118"	"T.cells.regulatory..Tregs."	"V423"	-0.036380092	2.21e-07
"1119"	"T.cells.regulatory..Tregs."	"V431"	0.105645221	2.17e-51
"1120"	"T.cells.regulatory..Tregs."	"V435"	0.054583388	7.5e-15
"1121"	"T.cells.regulatory..Tregs."	"V451"	-0.073779739	7.22e-26
"1122"	"T.cells.regulatory..Tregs."	"V452"	-0.049465767	1.84e-12
"1123"	"T.cells.regulatory..Tregs."	"V455"	-0.00082303	0.90673464
"1124"	"T.cells.regulatory..Tregs."	"V458"	-0.019856634	0.004700556
"1125"	"T.cells.regulatory..Tregs."	"V461"	0.00391696	0.577130435
"1126"	"T.cells.regulatory..Tregs."	"V464"	0.040278106	9.7e-09
"1127"	"T.cells.regulatory..Tregs."	"V469"	-0.009328859	0.184180998
"1128"	"T.cells.regulatory..Tregs."	"V473"	0.050881907	4.24e-13
"1129"	"T.cells.regulatory..Tregs."	"V479"	-0.016238234	0.020796222
"1130"	"T.cells.regulatory..Tregs."	"V484"	0.079580114	7.74e-30
"1131"	"T.cells.regulatory..Tregs."	"V493"	0.066794221	1.75e-21
"1132"	"T.cells.regulatory..Tregs."	"V504"	0.029311572	3e-05
"1133"	"T.cells.regulatory..Tregs."	"V519"	0.027814769	7.49e-05
"1134"	"T.cells.regulatory..Tregs."	"V527"	0.024876994	0.000397427
"1135"	"T.cells.regulatory..Tregs."	"V528"	0.017408929	0.013199253
"1136"	"T.cells.regulatory..Tregs."	"V533"	-0.065637611	8.47e-21
"1137"	"T.cells.regulatory..Tregs."	"V537"	-0.0526312	6.52e-14
"1138"	"T.cells.regulatory..Tregs."	"V562"	-0.017940343	0.01064896
"1139"	"T.cells.regulatory..Tregs."	"V570"	-0.089993105	1.02e-37
"1140"	"T.cells.regulatory..Tregs."	"V576"	0.084755624	1.24e-33
"1141"	"T.cells.regulatory..Tregs."	"V590"	-0.011438336	0.103461396
"1142"	"T.cells.regulatory..Tregs."	"V592"	0.015922917	0.023404304
"1143"	"T.cells.regulatory..Tregs."	"V611"	0.040469054	8.26e-09
"1144"	"T.cells.regulatory..Tregs."	"V625"	0.068301383	2.16e-22
"1145"	"T.cells.regulatory..Tregs."	"V626"	-0.012841747	0.067534989
"1146"	"T.cells.regulatory..Tregs."	"V628"	0.031427411	7.65e-06
"1147"	"T.cells.regulatory..Tregs."	"V632"	-0.038914311	3e-08
"1148"	"T.cells.regulatory..Tregs."	"V645"	-0.029915578	2.05e-05
"1149"	"T.cells.regulatory..Tregs."	"V648"	-0.035157069	5.55e-07
"1150"	"T.cells.regulatory..Tregs."	"V657"	0.004640592	0.508874378
"1151"	"T.cells.regulatory..Tregs."	"V658"	0.029386787	2.86e-05
"1152"	"T.cells.regulatory..Tregs."	"V662"	-0.049585537	1.63e-12
"1153"	"T.cells.regulatory..Tregs."	"V663"	-0.063954706	7.99e-20
"1154"	"T.cells.regulatory..Tregs."	"V675"	0.049303945	2.18e-12
"1155"	"T.cells.regulatory..Tregs."	"V677"	-0.054994304	4.71e-15
"1156"	"T.cells.regulatory..Tregs."	"V678"	-0.025422046	0.000295274
"1157"	"T.cells.regulatory..Tregs."	"V681"	0.116022132	1.12e-61
"1158"	"T.cells.regulatory..Tregs."	"V684"	-0.12279486	6.35e-69
"1159"	"T.cells.regulatory..Tregs."	"V689"	0.057426458	2.81e-16
"1160"	"T.cells.regulatory..Tregs."	"V702"	-0.201135941	5.34e-184
"1161"	"T.cells.regulatory..Tregs."	"V703"	-0.076739606	7.42e-28
"1162"	"T.cells.regulatory..Tregs."	"V710"	-0.086654437	4.38e-35
"1163"	"T.cells.regulatory..Tregs."	"V719"	0.01218958	0.082696501
"1164"	"T.cells.regulatory..Tregs."	"V723"	0.059186207	3.38e-17
"1165"	"T.cells.regulatory..Tregs."	"V731"	0.006955332	0.322123786
"1166"	"T.cells.regulatory..Tregs."	"V743"	0.049364244	2.05e-12
"1167"	"T.cells.regulatory..Tregs."	"V746"	-0.073378356	1.33e-25
"1168"	"T.cells.regulatory..Tregs."	"V750"	-0.121960479	5.22e-68
"1169"	"T.cells.regulatory..Tregs."	"V759"	0.008191804	0.243565035
"1170"	"T.cells.regulatory..Tregs."	"V772"	-0.079748703	5.88e-30
"1171"	"T.cells.regulatory..Tregs."	"V774"	0.069321383	5.09e-23
"1172"	"T.cells.regulatory..Tregs."	"V790"	0.010371629	0.139825737
"1173"	"T.cells.regulatory..Tregs."	"V792"	0.015279326	0.029619795
"1174"	"T.cells.regulatory..Tregs."	"V794"	0.107620507	2.84e-53
"1175"	"T.cells.regulatory..Tregs."	"V802"	0.137625781	2.91e-86
"1176"	"T.cells.regulatory..Tregs."	"V804"	0.067585318	5.87e-22
