"IMMUNE_CELLTYPE"	"TC"	"Correlation"	"PValue"
"1698"	"NK.cells.activated"	"V366"	-0.037064045	0.00011539
"1699"	"NK.cells.activated"	"V373"	0.046419126	1.37e-06
"1700"	"NK.cells.activated"	"V394"	0.002561963	0.789911051
"1701"	"NK.cells.activated"	"V405"	-0.092800068	3.99e-22
"1702"	"NK.cells.activated"	"V413"	-0.003295187	0.731841767
"1703"	"NK.cells.activated"	"V425"	0.070463705	2.19e-13
"1704"	"NK.cells.activated"	"V426"	-0.066270375	5.23e-12
"1705"	"NK.cells.activated"	"V442"	0.056628563	3.78e-09
"1706"	"NK.cells.activated"	"V451"	0.015898128	0.098250463
"1707"	"NK.cells.activated"	"V455"	0.11621204	7.66e-34
"1708"	"NK.cells.activated"	"V458"	-0.157118459	9.67e-61
"1709"	"NK.cells.activated"	"V464"	0.088241315	3.77e-20
"1710"	"NK.cells.activated"	"V466"	0.101832796	2.47e-26
"1711"	"NK.cells.activated"	"V467"	0.033998306	0.000405311
"1712"	"NK.cells.activated"	"V479"	-0.035228517	0.000247678
"1713"	"NK.cells.activated"	"V482"	-0.018673917	0.052122331
"1714"	"NK.cells.activated"	"V485"	-0.079287441	1.48e-16
"1715"	"NK.cells.activated"	"V486"	0.033748495	0.000447097
"1716"	"NK.cells.activated"	"V487"	0.024981326	0.00936912
"1717"	"NK.cells.activated"	"V494"	-0.014565357	0.129830047
"1718"	"NK.cells.activated"	"V511"	0.055532178	7.5e-09
"1719"	"NK.cells.activated"	"V516"	0.039516011	3.94e-05
"1720"	"NK.cells.activated"	"V518"	-0.027700346	0.00396178
"1721"	"NK.cells.activated"	"V521"	-0.086727077	1.62e-19
"1722"	"NK.cells.activated"	"V522"	-0.153037434	1.1e-57
"1723"	"NK.cells.activated"	"V523"	-0.12433058	1.59e-38
"1724"	"NK.cells.activated"	"V540"	0.026324205	0.006181371
"1725"	"NK.cells.activated"	"V564"	-0.030258891	0.001647142
"1726"	"NK.cells.activated"	"V567"	0.012333911	0.1996019
"1727"	"NK.cells.activated"	"V579"	-0.012428588	0.196172491
"1728"	"NK.cells.activated"	"V593"	-0.018859556	0.049828616
"1729"	"NK.cells.activated"	"V601"	-0.075219335	4.75e-15
"1730"	"NK.cells.activated"	"V609"	0.002415331	0.801676979
"1731"	"NK.cells.activated"	"V630"	0.155827698	9.15e-60
"1732"	"NK.cells.activated"	"V647"	0.091459486	1.56e-21
"1733"	"NK.cells.activated"	"V649"	0.031990662	0.000875819
"1734"	"NK.cells.activated"	"V659"	0.090588166	3.73e-21
"1735"	"NK.cells.activated"	"V661"	0.004414055	0.646211088
"1736"	"NK.cells.activated"	"V668"	-0.087382984	8.66e-20
"1737"	"NK.cells.activated"	"V669"	-0.027124913	0.00478273
"1738"	"NK.cells.activated"	"V670"	-0.112918158	4.93e-32
"1739"	"NK.cells.activated"	"V671"	0.093552884	1.84e-22
"1740"	"NK.cells.activated"	"V680"	-0.014836937	0.122826085
"1741"	"NK.cells.activated"	"V712"	-0.053385922	2.76e-08
"1742"	"NK.cells.activated"	"V736"	-0.024958999	0.009432698
"1743"	"NK.cells.activated"	"V738"	0.063275909	4.49e-11
"1744"	"NK.cells.activated"	"V747"	-0.053077788	3.32e-08
"1745"	"NK.cells.activated"	"V754"	-0.023167339	0.015971791
"1746"	"NK.cells.activated"	"V756"	-0.087680382	6.5e-20
"1747"	"NK.cells.activated"	"V758"	-0.071752645	7.94e-14
"1748"	"NK.cells.activated"	"V773"	0.05546597	7.81e-09
"1749"	"NK.cells.activated"	"V777"	0.05163127	7.75e-08
"1750"	"NK.cells.activated"	"V786"	-0.033457462	0.000500836
"1751"	"NK.cells.activated"	"V788"	0.060498586	3.03e-10
"1752"	"NK.cells.activated"	"V789"	0.02153485	0.025108535
"1753"	"NK.cells.activated"	"V804"	0.025753156	0.007393358
"1754"	"NK.cells.activated"	"V814"	-0.061201463	1.88e-10
"1755"	"NK.cells.activated"	"V825"	0.01668717	0.082658271
"1756"	"NK.cells.activated"	"V833"	0.161409301	4.79e-64
"1757"	"NK.cells.activated"	"V839"	0.017087686	0.07554754
"1758"	"NK.cells.activated"	"V840"	-0.090537531	3.92e-21
"1759"	"NK.cells.activated"	"V843"	-0.008908514	0.354217563
"1760"	"NK.cells.activated"	"V856"	-0.00245403	0.798567231
"1761"	"NK.cells.activated"	"V870"	-0.122348813	2.37e-37
"1762"	"NK.cells.activated"	"V881"	-0.089634671	9.62e-21
"1763"	"NK.cells.activated"	"V882"	0.014184123	0.14018011
"1764"	"NK.cells.activated"	"V887"	-0.042690994	8.93e-06
"1765"	"NK.cells.activated"	"V888"	0.0304268	0.00155136
"1766"	"NK.cells.activated"	"V895"	0.006190808	0.519701547
"1767"	"NK.cells.activated"	"V896"	-0.100493433	1.1e-25
"1768"	"NK.cells.activated"	"V898"	-0.103208842	5.22e-27
"1769"	"NK.cells.activated"	"V923"	-0.05696271	3.06e-09
"1770"	"NK.cells.activated"	"V926"	0.081681382	1.76e-17
"1771"	"NK.cells.activated"	"V946"	0.007481517	0.436548567
"1772"	"NK.cells.activated"	"V949"	-0.096444226	8.92e-24
"1773"	"NK.cells.activated"	"V960"	-0.045031198	2.8e-06
"1774"	"NK.cells.activated"	"V964"	-0.033955229	0.000412246
"1775"	"NK.cells.activated"	"V986"	0.080990414	3.28e-17
"1776"	"NK.cells.activated"	"V1002"	0.035404851	0.000230502
"1777"	"NK.cells.activated"	"V1032"	0.037825122	8.32e-05
"1778"	"NK.cells.activated"	"V1043"	0.057354704	2.38e-09
"1779"	"NK.cells.activated"	"V1061"	0.06487508	1.44e-11
"1780"	"NK.cells.activated"	"V1064"	-0.00342612	0.721621263
"1781"	"NK.cells.activated"	"V1069"	0.118422984	4.37e-35
"1782"	"NK.cells.activated"	"V1108"	-0.006714864	0.484986288
"1783"	"NK.cells.activated"	"V1112"	0.062700671	6.72e-11
"1784"	"NK.cells.activated"	"V1116"	-0.113226031	3.36e-32
"1785"	"NK.cells.activated"	"V1117"	-0.075616471	3.41e-15
"1786"	"NK.cells.activated"	"V1119"	-0.005903805	0.539242741
"1787"	"NK.cells.activated"	"V1132"	0.017150367	0.074481256
"1788"	"NK.cells.activated"	"V1145"	-0.038051773	7.54e-05
"1789"	"NK.cells.activated"	"V1155"	-0.078741337	2.38e-16
"1790"	"NK.cells.activated"	"V1164"	0.011893651	0.216125067
"1791"	"NK.cells.activated"	"V1170"	-0.043387542	6.36e-06
"1792"	"NK.cells.activated"	"V1185"	0.022413027	0.019748824
"1793"	"NK.cells.activated"	"V1194"	0.012058257	0.209835679
"1794"	"NK.cells.activated"	"V1195"	0.00865622	0.368013104
"1795"	"NK.cells.activated"	"V1198"	0.043565852	5.82e-06
"1796"	"NK.cells.activated"	"V1204"	-0.076134102	2.21e-15
"1797"	"NK.cells.activated"	"V1205"	-0.003171018	0.741578453
"1798"	"NK.cells.activated"	"V1209"	-0.025383069	0.008288611
"1799"	"NK.cells.activated"	"V1224"	0.038915051	5.16e-05
"1800"	"NK.cells.activated"	"V1225"	-0.014799801	0.123765998
"1801"	"NK.cells.activated"	"V1226"	-0.128820653	2.98e-41
"1802"	"NK.cells.activated"	"V1233"	0.128338753	5.9e-41
"1803"	"NK.cells.activated"	"V1246"	0.146038801	1.23e-52
"1804"	"NK.cells.activated"	"V1254"	-0.052422239	4.89e-08
"1805"	"NK.cells.activated"	"V1275"	-0.022635429	0.018561476
"1806"	"NK.cells.activated"	"V1303"	0.030473718	0.001525528
"1807"	"NK.cells.activated"	"V1313"	0.053634865	2.38e-08
"1808"	"NK.cells.activated"	"V1326"	0.032006813	0.00087055
"1809"	"NK.cells.activated"	"V1359"	-0.056115571	5.21e-09
"1810"	"NK.cells.activated"	"V1366"	0.005982818	0.533826479
"1811"	"NK.cells.activated"	"V1373"	-0.080319159	5.95e-17
"1812"	"NK.cells.activated"	"V1378"	0.003092799	0.747733343
"1813"	"Monocytes"	"V2"	-0.129846506	6.86e-42
"1814"	"Monocytes"	"V8"	-0.100440449	1.17e-25
"1815"	"Monocytes"	"V12"	-0.012934673	0.178570679
"1816"	"Monocytes"	"V28"	0.010685679	0.266454174
"1817"	"Monocytes"	"V36"	0.088453028	3.07e-20
"1818"	"Monocytes"	"V46"	0.024323992	0.0114097
"1819"	"Monocytes"	"V55"	0.120266615	3.85e-36
"1820"	"Monocytes"	"V63"	0.033672996	0.000460495
"1821"	"Monocytes"	"V67"	0.060628127	2.78e-10
"1822"	"Monocytes"	"V82"	0.006003524	0.532411635
"1823"	"Monocytes"	"V116"	-0.147687426	8.39e-54
"1824"	"Monocytes"	"V131"	-0.341958315	2.02e-294
"1825"	"Monocytes"	"V139"	0.082675299	7.16e-18
"1826"	"Monocytes"	"V143"	0.278283741	1.39e-191
"1827"	"Monocytes"	"V146"	0.277202049	4.73e-190
"1828"	"Monocytes"	"V148"	0.035832858	0.000193346
"1829"	"Monocytes"	"V163"	0.24879339	2.69e-152
"1830"	"Monocytes"	"V169"	0.057350757	2.39e-09
"1831"	"Monocytes"	"V207"	0.00965069	0.315559123
"1832"	"Monocytes"	"V215"	0.018685205	0.051980383
"1833"	"Monocytes"	"V220"	-0.051007082	1.11e-07
"1834"	"Monocytes"	"V240"	0.087955626	4.98e-20
"1835"	"Monocytes"	"V252"	0.198805715	7.62e-97
"1836"	"Monocytes"	"V253"	-0.102199953	1.64e-26
"1837"	"Monocytes"	"V257"	0.044555234	3.56e-06
"1838"	"Monocytes"	"V269"	0.133410721	3.82e-44
"1839"	"Monocytes"	"V271"	-0.02342315	0.014843589
"1840"	"Monocytes"	"V286"	-0.200729759	9.94e-99
"1841"	"Monocytes"	"V291"	0.218785338	2.25e-117
"1842"	"Monocytes"	"V295"	-0.058678657	1.01e-09
"1843"	"Monocytes"	"V305"	0.178381203	4.9e-78
"1844"	"Monocytes"	"V336"	-0.084843022	9.66e-19
"1845"	"Monocytes"	"V342"	-0.04294441	7.9e-06
"1846"	"Monocytes"	"V352"	-0.023834724	0.013175441
"1847"	"Monocytes"	"V357"	0.117739381	1.07e-34
"1848"	"Monocytes"	"V360"	-0.355108391	6.07216560051809e-319
"1849"	"Monocytes"	"V366"	-0.069431459	4.86e-13
"1850"	"Monocytes"	"V373"	0.069782798	3.71e-13
"1851"	"Monocytes"	"V394"	0.148636187	1.76e-54
"1852"	"Monocytes"	"V405"	-0.022031339	0.021941536
"1853"	"Monocytes"	"V413"	0.110415494	1.08e-30
"1854"	"Monocytes"	"V425"	0.013894085	0.148470712
"1855"	"Monocytes"	"V426"	0.079538673	1.19e-16
"1856"	"Monocytes"	"V442"	0.05218092	5.63e-08
"1857"	"Monocytes"	"V451"	-0.203530383	1.66e-101
"1858"	"Monocytes"	"V455"	0.202058756	4.84e-100
"1859"	"Monocytes"	"V458"	0.138622311	1.49e-47
"1860"	"Monocytes"	"V464"	0.197917437	5.57e-96
"1861"	"Monocytes"	"V466"	0.039802564	3.46e-05
"1862"	"Monocytes"	"V467"	0.118632288	3.33e-35
"1863"	"Monocytes"	"V479"	-0.057393536	2.32e-09
"1864"	"Monocytes"	"V482"	-0.003082499	0.748545041
"1865"	"Monocytes"	"V485"	0.139071375	7.48e-48
"1866"	"Monocytes"	"V486"	0.054336342	1.56e-08
"1867"	"Monocytes"	"V487"	0.101109183	5.55e-26
"1868"	"Monocytes"	"V494"	0.000703624	0.941669404
"1869"	"Monocytes"	"V511"	0.197927858	5.44e-96
"1870"	"Monocytes"	"V516"	0.089923734	7.23e-21
"1871"	"Monocytes"	"V518"	0.037805789	8.39e-05
"1872"	"Monocytes"	"V521"	0.047442287	7.96e-07
"1873"	"Monocytes"	"V522"	-0.037927603	7.96e-05
"1874"	"Monocytes"	"V523"	-0.085682222	4.39e-19
"1875"	"Monocytes"	"V540"	0.087778061	5.91e-20
"1876"	"Monocytes"	"V564"	-0.060457824	3.12e-10
"1877"	"Monocytes"	"V567"	0.150013067	1.79e-55
"1878"	"Monocytes"	"V579"	0.179756846	3.1e-79
"1879"	"Monocytes"	"V593"	0.116972088	2.88e-34
"1880"	"Monocytes"	"V601"	0.039666013	3.68e-05
"1881"	"Monocytes"	"V609"	0.023933837	0.012799383
"1882"	"Monocytes"	"V630"	-0.011281894	0.24068637
"1883"	"Monocytes"	"V647"	0.148247382	3.34e-54
"1884"	"Monocytes"	"V649"	-0.024545598	0.010681489
"1885"	"Monocytes"	"V659"	-0.002042946	0.831754494
"1886"	"Monocytes"	"V661"	-0.125152742	5.12e-39
"1887"	"Monocytes"	"V668"	0.072752316	3.57e-14
"1888"	"Monocytes"	"V669"	-0.086203536	2.68e-19
"1889"	"Monocytes"	"V670"	0.013648424	0.155781347
"1890"	"Monocytes"	"V671"	0.103413661	4.13e-27
"1891"	"Monocytes"	"V680"	-0.051310746	9.32e-08
"1892"	"Monocytes"	"V712"	-0.035804225	0.000195644
"1893"	"Monocytes"	"V736"	0.095633523	2.1e-23
"1894"	"Monocytes"	"V738"	0.248944023	1.75e-152
"1895"	"Monocytes"	"V747"	0.082144871	1.16e-17
"1896"	"Monocytes"	"V754"	-0.040493042	2.52e-05
"1897"	"Monocytes"	"V756"	-0.14894337	1.06e-54
"1898"	"Monocytes"	"V758"	-0.074132506	1.16e-14
"1899"	"Monocytes"	"V773"	0.177424725	3.3e-77
"1900"	"Monocytes"	"V777"	-0.01129603	0.240097517
"1901"	"Monocytes"	"V786"	-0.081527699	2.02e-17
"1902"	"Monocytes"	"V788"	0.059484603	5.96e-10
"1903"	"Monocytes"	"V789"	0.080491942	5.11e-17
"1904"	"Monocytes"	"V804"	0.004345931	0.651306733
"1905"	"Monocytes"	"V814"	-0.161483063	4.19e-64
"1906"	"Monocytes"	"V825"	-0.133613352	2.83e-44
"1907"	"Monocytes"	"V833"	-0.033855725	0.000428691
"1908"	"Monocytes"	"V839"	0.082729524	6.81e-18
"1909"	"Monocytes"	"V840"	-0.026419643	0.005997245
"1910"	"Monocytes"	"V843"	0.026301781	0.006225365
"1911"	"Monocytes"	"V856"	0.08337104	3.78e-18
"1912"	"Monocytes"	"V870"	0.05614509	5.12e-09
"1913"	"Monocytes"	"V881"	0.049616618	2.43e-07
"1914"	"Monocytes"	"V882"	-0.064445443	1.96e-11
"1915"	"Monocytes"	"V887"	-0.084252325	1.68e-18
"1916"	"Monocytes"	"V888"	-0.130499863	2.68e-42
"1917"	"Monocytes"	"V895"	0.053181423	3.12e-08
"1918"	"Monocytes"	"V896"	-0.072134293	5.86e-14
"1919"	"Monocytes"	"V898"	-0.103520913	3.66e-27
"1920"	"Monocytes"	"V923"	-0.07534393	4.28e-15
"1921"	"Monocytes"	"V926"	-0.069685409	4e-13
"1922"	"Monocytes"	"V946"	-0.049744518	2.26e-07
"1923"	"Monocytes"	"V949"	-0.081902246	1.44e-17
"1924"	"Monocytes"	"V960"	-0.098058423	1.58e-24
"1925"	"Monocytes"	"V964"	0.010051553	0.295877199
"1926"	"Monocytes"	"V986"	-0.089218196	1.45e-20
"1927"	"Monocytes"	"V1002"	-0.328865914	3.66e-271
"1928"	"Monocytes"	"V1032"	-0.030665773	0.001423864
"1929"	"Monocytes"	"V1043"	-0.004122411	0.668139529
"1930"	"Monocytes"	"V1061"	-0.174292084	1.57e-74
"1931"	"Monocytes"	"V1064"	0.149140101	7.65e-55
"1932"	"Monocytes"	"V1069"	0.052023497	6.17e-08
"1933"	"Monocytes"	"V1108"	0.303017921	1.65e-228
"1934"	"Monocytes"	"V1112"	-0.011693535	0.223952594
"1935"	"Monocytes"	"V1116"	0.03273352	0.000661732
"1936"	"Monocytes"	"V1117"	0.156118532	5.52e-60
"1937"	"Monocytes"	"V1119"	0.177736565	1.77e-77
"1938"	"Monocytes"	"V1132"	0.098630653	8.5e-25
"1939"	"Monocytes"	"V1145"	-0.037092516	0.000114
"1940"	"Monocytes"	"V1155"	-0.009362885	0.330208587
"1941"	"Monocytes"	"V1164"	-0.054830483	1.15e-08
"1942"	"Monocytes"	"V1170"	-0.03304107	0.000588258
"1943"	"Monocytes"	"V1185"	0.058986904	8.28e-10
"1944"	"Monocytes"	"V1194"	0.070730625	1.78e-13
"1945"	"Monocytes"	"V1195"	-0.041376751	1.67e-05
"1946"	"Monocytes"	"V1198"	0.003853736	0.688595184
"1947"	"Monocytes"	"V1204"	-0.056721473	3.56e-09
"1948"	"Monocytes"	"V1205"	-0.043341999	6.5e-06
"1949"	"Monocytes"	"V1209"	-0.086772198	1.56e-19
"1950"	"Monocytes"	"V1224"	-0.019560524	0.041916516
"1951"	"Monocytes"	"V1225"	-0.068434147	1.04e-12
"1952"	"Monocytes"	"V1226"	0.043292276	6.66e-06
"1953"	"Monocytes"	"V1233"	0.085277524	6.42e-19
"1954"	"Monocytes"	"V1246"	0.084907398	9.09e-19
"1955"	"Monocytes"	"V1254"	0.016651438	0.083318176
"1956"	"Monocytes"	"V1275"	0.223393968	2.04e-122
"1957"	"Monocytes"	"V1303"	0.100206052	1.51e-25
"1958"	"Monocytes"	"V1313"	0.050187878	1.77e-07
"1959"	"Monocytes"	"V1326"	-0.026698722	0.005486833
"1960"	"Monocytes"	"V1359"	-0.121092815	1.28e-36
"1961"	"Monocytes"	"V1366"	-0.034921944	0.000280429
"1962"	"Monocytes"	"V1373"	0.123188131	7.59e-38
"1963"	"Monocytes"	"V1378"	-0.02354179	0.014344619
"1964"	"Macrophages.M0"	"V2"	-0.129854388	6.79e-42
"1965"	"Macrophages.M0"	"V8"	0.210523228	1.26e-108
"1966"	"Macrophages.M0"	"V12"	-0.115434545	2.07e-33
"1967"	"Macrophages.M0"	"V28"	-0.020323007	0.03454394
"1968"	"Macrophages.M0"	"V36"	-0.014294968	0.137107394
"1969"	"Macrophages.M0"	"V46"	-0.026264763	0.006298608
"1970"	"Macrophages.M0"	"V55"	-0.173432341	8.35e-74
"1971"	"Macrophages.M0"	"V63"	-0.045080226	2.73e-06
"1972"	"Macrophages.M0"	"V67"	-0.060092434	3.98e-10
"1973"	"Macrophages.M0"	"V82"	-0.054024863	1.88e-08
"1974"	"Macrophages.M0"	"V116"	0.120000648	5.48e-36
"1975"	"Macrophages.M0"	"V131"	-0.220878938	1.19e-119
"1976"	"Macrophages.M0"	"V139"	-0.124995603	6.37e-39
"1977"	"Macrophages.M0"	"V143"	0.160592429	2.07e-63
"1978"	"Macrophages.M0"	"V146"	0.148660616	1.69e-54
"1979"	"Macrophages.M0"	"V148"	0.410369582	0
"1980"	"Macrophages.M0"	"V163"	-0.380558795	0
"1981"	"Macrophages.M0"	"V169"	-0.155612249	1.33e-59
"1982"	"Macrophages.M0"	"V207"	0.150128156	1.48e-55
"1983"	"Macrophages.M0"	"V215"	0.074557845	8.21e-15
"1984"	"Macrophages.M0"	"V220"	0.176252423	3.36e-76
"1985"	"Macrophages.M0"	"V240"	-0.096346504	9.89e-24
"1986"	"Macrophages.M0"	"V252"	-0.350520917	2.96434363648208e-310
"1987"	"Macrophages.M0"	"V253"	0.259749044	2.65e-166
"1988"	"Macrophages.M0"	"V257"	0.005070372	0.597995361
"1989"	"Macrophages.M0"	"V269"	-0.159063783	3.15e-62
"1990"	"Macrophages.M0"	"V271"	0.015640351	0.103825658
"1991"	"Macrophages.M0"	"V286"	0.330823136	1.44e-274
"1992"	"Macrophages.M0"	"V291"	-0.154448917	9.88e-59
"1993"	"Macrophages.M0"	"V295"	0.247547885	9.54e-151
"1994"	"Macrophages.M0"	"V305"	-0.159000467	3.52e-62
"1995"	"Macrophages.M0"	"V336"	0.055580283	7.28e-09
"1996"	"Macrophages.M0"	"V342"	-0.069216419	5.73e-13
"1997"	"Macrophages.M0"	"V352"	-0.016122835	0.093587947
"1998"	"Macrophages.M0"	"V357"	0.232481277	1.07e-132
"1999"	"Macrophages.M0"	"V360"	-0.067831456	1.64e-12
"2000"	"Macrophages.M0"	"V366"	0.292439963	2.92e-212
"2001"	"Macrophages.M0"	"V373"	-0.041698089	1.44e-05
"2002"	"Macrophages.M0"	"V394"	-0.348608098	1.13e-306
"2003"	"Macrophages.M0"	"V405"	0.008287269	0.388780508
"2004"	"Macrophages.M0"	"V413"	-0.182850247	5.76e-82
"2005"	"Macrophages.M0"	"V425"	0.100206501	1.51e-25
"2006"	"Macrophages.M0"	"V426"	-0.212837911	4.86e-111
"2007"	"Macrophages.M0"	"V442"	-0.054450515	1.46e-08
"2008"	"Macrophages.M0"	"V451"	0.117011838	2.74e-34
"2009"	"Macrophages.M0"	"V455"	0.180702143	4.6e-80
"2010"	"Macrophages.M0"	"V458"	0.16841686	1.21e-69
"2011"	"Macrophages.M0"	"V464"	-0.191559257	6.38e-90
"2012"	"Macrophages.M0"	"V466"	-0.062203923	9.48e-11
"2013"	"Macrophages.M0"	"V467"	0.012904505	0.179585834
"2014"	"Macrophages.M0"	"V479"	-0.01993723	0.038122586
"2015"	"Macrophages.M0"	"V482"	-0.043039814	7.54e-06
"2016"	"Macrophages.M0"	"V485"	-0.107328226	4.38e-29
"2017"	"Macrophages.M0"	"V486"	-0.202794523	8.98e-101
"2018"	"Macrophages.M0"	"V487"	-0.274887392	8.45e-187
"2019"	"Macrophages.M0"	"V494"	-0.074174294	1.13e-14
"2020"	"Macrophages.M0"	"V511"	-0.146715872	4.1e-53
"2021"	"Macrophages.M0"	"V516"	-0.202923929	6.68e-101
"2022"	"Macrophages.M0"	"V518"	-0.146009455	1.29e-52
"2023"	"Macrophages.M0"	"V521"	0.065329423	1.04e-11
"2024"	"Macrophages.M0"	"V522"	0.123815248	3.23e-38
"2025"	"Macrophages.M0"	"V523"	0.131733012	4.48e-43
"2026"	"Macrophages.M0"	"V540"	-0.106507334	1.15e-28
"2027"	"Macrophages.M0"	"V564"	0.022806249	0.017692384
"2028"	"Macrophages.M0"	"V567"	-0.169647844	1.18e-70
"2029"	"Macrophages.M0"	"V579"	-0.309912134	1.8e-239
"2030"	"Macrophages.M0"	"V593"	0.144780084	9.39e-52
"2031"	"Macrophages.M0"	"V601"	0.072639007	3.91e-14
"2032"	"Macrophages.M0"	"V609"	-0.09920266	4.56e-25
"2033"	"Macrophages.M0"	"V630"	-0.166872491	2.18e-68
"2034"	"Macrophages.M0"	"V647"	-0.15507456	3.36e-59
"2035"	"Macrophages.M0"	"V649"	-0.114392839	7.75e-33
"2036"	"Macrophages.M0"	"V659"	0.087137233	1.1e-19
"2037"	"Macrophages.M0"	"V661"	0.208089737	4.05e-106
"2038"	"Macrophages.M0"	"V668"	-0.260809966	1.07e-167
"2039"	"Macrophages.M0"	"V669"	0.022441816	0.019591485
"2040"	"Macrophages.M0"	"V670"	0.072212379	5.5e-14
"2041"	"Macrophages.M0"	"V671"	0.065592605	8.58e-12
"2042"	"Macrophages.M0"	"V680"	0.103769424	2.75e-27
"2043"	"Macrophages.M0"	"V712"	0.081497887	2.08e-17
"2044"	"Macrophages.M0"	"V736"	-0.198935594	5.69e-97
"2045"	"Macrophages.M0"	"V738"	0.163127135	2.14e-65
"2046"	"Macrophages.M0"	"V747"	-0.116735926	3.91e-34
"2047"	"Macrophages.M0"	"V754"	0.206579329	1.4e-104
"2048"	"Macrophages.M0"	"V756"	0.418436467	0
"2049"	"Macrophages.M0"	"V758"	0.18737002	4.8e-86
"2050"	"Macrophages.M0"	"V773"	-0.293709168	3.56e-214
"2051"	"Macrophages.M0"	"V777"	-0.052943033	3.6e-08
"2052"	"Macrophages.M0"	"V786"	0.25678193	1.92e-162
"2053"	"Macrophages.M0"	"V788"	-0.213481547	1.02e-111
"2054"	"Macrophages.M0"	"V789"	-0.24436933	7.83e-147
"2055"	"Macrophages.M0"	"V804"	0.054207331	1.69e-08
"2056"	"Macrophages.M0"	"V814"	0.233776697	3.38e-134
"2057"	"Macrophages.M0"	"V825"	0.350578787	2.30793879797912e-310
"2058"	"Macrophages.M0"	"V833"	-0.0184044	0.055609043
"2059"	"Macrophages.M0"	"V839"	-0.187943568	1.43e-86
"2060"	"Macrophages.M0"	"V840"	0.161779705	2.46e-64
"2061"	"Macrophages.M0"	"V843"	0.013459563	0.161584929
"2062"	"Macrophages.M0"	"V856"	-0.115213654	2.74e-33
"2063"	"Macrophages.M0"	"V870"	-0.126216311	1.17e-39
"2064"	"Macrophages.M0"	"V881"	-0.130893349	1.52e-42
"2065"	"Macrophages.M0"	"V882"	0.11780353	9.81e-35
"2066"	"Macrophages.M0"	"V887"	0.187857542	1.72e-86
"2067"	"Macrophages.M0"	"V888"	-0.076568808	1.53e-15
"2068"	"Macrophages.M0"	"V895"	-0.339327759	1.17e-289
"2069"	"Macrophages.M0"	"V896"	0.215961916	2.41e-114
"2070"	"Macrophages.M0"	"V898"	0.352955858	7.55521078946786e-315
"2071"	"Macrophages.M0"	"V923"	0.137189998	1.33e-46
"2072"	"Macrophages.M0"	"V926"	-0.038054675	7.53e-05
"2073"	"Macrophages.M0"	"V946"	0.095829673	1.71e-23
"2074"	"Macrophages.M0"	"V949"	0.221157605	5.9e-120
"2075"	"Macrophages.M0"	"V960"	0.172994397	1.95e-73
"2076"	"Macrophages.M0"	"V964"	0.073528463	1.91e-14
"2077"	"Macrophages.M0"	"V986"	0.141085926	3.28e-49
"2078"	"Macrophages.M0"	"V1002"	-0.162376186	8.37e-65
"2079"	"Macrophages.M0"	"V1032"	0.091077056	2.29e-21
"2080"	"Macrophages.M0"	"V1043"	-0.194366717	1.43e-92
"2081"	"Macrophages.M0"	"V1061"	-0.324997504	1.66e-264
"2082"	"Macrophages.M0"	"V1064"	-0.180733548	4.31e-80
"2083"	"Macrophages.M0"	"V1069"	-0.136219241	5.78e-46
"2084"	"Macrophages.M0"	"V1108"	0.255397946	1.17e-160
"2085"	"Macrophages.M0"	"V1112"	0.013580216	0.157858797
"2086"	"Macrophages.M0"	"V1116"	-0.384477075	0
"2087"	"Macrophages.M0"	"V1117"	-0.061707299	1.33e-10
"2088"	"Macrophages.M0"	"V1119"	-0.125680145	2.47e-39
"2089"	"Macrophages.M0"	"V1132"	-0.243793178	3.95e-146
"2090"	"Macrophages.M0"	"V1145"	-0.010371283	0.280780514
"2091"	"Macrophages.M0"	"V1155"	0.14243774	3.92e-50
"2092"	"Macrophages.M0"	"V1164"	0.206417357	2.05e-104
"2093"	"Macrophages.M0"	"V1170"	-0.126735833	5.66e-40
"2094"	"Macrophages.M0"	"V1185"	0.22734181	7.95e-127
"2095"	"Macrophages.M0"	"V1194"	-0.146344251	7.51e-53
"2096"	"Macrophages.M0"	"V1195"	-0.024293965	0.011511685
"2097"	"Macrophages.M0"	"V1198"	0.041603233	1.5e-05
"2098"	"Macrophages.M0"	"V1204"	-0.057789159	1.8e-09
"2099"	"Macrophages.M0"	"V1205"	0.229463326	3.13e-129
"2100"	"Macrophages.M0"	"V1209"	0.08982976	7.93e-21
"2101"	"Macrophages.M0"	"V1224"	-0.212080485	3.02e-110
"2102"	"Macrophages.M0"	"V1225"	0.056376032	4.43e-09
"2103"	"Macrophages.M0"	"V1226"	0.034650358	0.000312791
"2104"	"Macrophages.M0"	"V1233"	-0.349554466	0
"2105"	"Macrophages.M0"	"V1246"	-0.158444955	9.41e-62
"2106"	"Macrophages.M0"	"V1254"	-0.031946248	0.000890461
"2107"	"Macrophages.M0"	"V1275"	-0.127790057	1.28e-40
"2108"	"Macrophages.M0"	"V1303"	-0.255364271	1.29e-160
"2109"	"Macrophages.M0"	"V1313"	0.009742588	0.310972813
"2110"	"Macrophages.M0"	"V1326"	0.049706013	2.31e-07
"2111"	"Macrophages.M0"	"V1359"	0.175695508	1.01e-75
"2112"	"Macrophages.M0"	"V1366"	-0.010673719	0.266989797
"2113"	"Macrophages.M0"	"V1373"	-0.351537776	3.61831898723011e-312
"2114"	"Macrophages.M0"	"V1378"	-0.048748439	3.93e-07
"2115"	"Macrophages.M1"	"V2"	-0.196993624	4.36e-95
