"IMMUNE_CELLTYPE"	"TC"	"Correlation"	"PValue"	"mTC"
"808"	"T.cells.CD4.memory.activated"	"V112"	-0.113	7.69e-59	2
"809"	"T.cells.CD4.memory.activated"	"V118"	-0.0961	8.19e-43	3
"810"	"T.cells.CD4.memory.activated"	"V119"	0.0455	9.5e-11	4
"811"	"T.cells.CD4.memory.activated"	"V140"	-0.284	0	7
"812"	"T.cells.CD4.memory.activated"	"V142"	-0.0137	0.051820409	8
"813"	"T.cells.CD4.memory.activated"	"V149"	0.261	2.17043190113602e-313	9
"814"	"T.cells.CD4.memory.activated"	"V150"	0.112	4.43e-57	10
"815"	"T.cells.CD4.memory.activated"	"V155"	0.0189	0.007031901	11
"816"	"T.cells.CD4.memory.activated"	"V157"	0.117	4.53e-63	12
"817"	"T.cells.CD4.memory.activated"	"V159"	0.0113	0.107447752	13
"818"	"T.cells.CD4.memory.activated"	"V166"	-0.0648	2.45e-20	14
"819"	"T.cells.CD4.memory.activated"	"V180"	-0.0726	4.43e-25	16
"820"	"T.cells.CD4.memory.activated"	"V184"	0.0291	3.48e-05	17
"821"	"T.cells.CD4.memory.activated"	"V189"	0.192	4.39e-168	18
"822"	"T.cells.CD4.memory.activated"	"V190"	0.192	3.39e-168	19
"823"	"T.cells.CD4.memory.activated"	"V205"	0.188	3.93e-160	20
"824"	"T.cells.CD4.memory.activated"	"V219"	0.0981	1.54e-44	21
"825"	"T.cells.CD4.memory.activated"	"V222"	-0.0604	7.61e-18	22
"826"	"T.cells.CD4.memory.activated"	"V227"	-0.252	3.31e-291	23
"827"	"T.cells.CD4.memory.activated"	"V231"	0.173	3.71e-135	25
"828"	"T.cells.CD4.memory.activated"	"V238"	-0.133	1.91e-80	26
"829"	"T.cells.CD4.memory.activated"	"V241"	-0.229	2.21e-240	27
"830"	"T.cells.CD4.memory.activated"	"V255"	0.118	7.35e-64	29
"831"	"T.cells.CD4.memory.activated"	"V256"	-0.239	1.2e-260	30
"832"	"T.cells.CD4.memory.activated"	"V260"	-0.0356	4.08e-07	31
"833"	"T.cells.CD4.memory.activated"	"V261"	-0.376	0	32
"834"	"T.cells.CD4.memory.activated"	"V268"	0.0583	1e-16	33
"835"	"T.cells.CD4.memory.activated"	"V270"	0.0313	8.07e-06	35
"836"	"T.cells.CD4.memory.activated"	"V281"	0.00535	0.446651179	36
"837"	"T.cells.CD4.memory.activated"	"V284"	-0.289	0	37
"838"	"T.cells.CD4.memory.activated"	"V286"	-0.0775	2.26e-28	38
"839"	"T.cells.CD4.memory.activated"	"V287"	0.153	5.96e-107	39
"840"	"T.cells.CD4.memory.activated"	"V294"	0.062	1e-18	40
"841"	"T.cells.CD4.memory.activated"	"V308"	0.0293	3.08e-05	41
"842"	"T.cells.CD4.memory.activated"	"V327"	-0.133	4.37e-80	42
"843"	"T.cells.CD4.memory.activated"	"V337"	0.0514	2.44e-13	43
"844"	"T.cells.CD4.memory.activated"	"V362"	-0.00937	0.182119328	44
"845"	"T.cells.CD4.memory.activated"	"V370"	0.015	0.032621237	46
"846"	"T.cells.CD4.memory.activated"	"V375"	-0.027	0.000120663	47
"847"	"T.cells.CD4.memory.activated"	"V385"	-0.00158	0.822357277	48
"848"	"T.cells.CD4.memory.activated"	"V386"	0.00857	0.222430739	49
"849"	"T.cells.CD4.memory.activated"	"V392"	-0.133	6.94e-81	50
"850"	"T.cells.CD4.memory.activated"	"V393"	0.103	6.27e-49	51
"851"	"T.cells.CD4.memory.activated"	"V400"	0.0939	6.6e-41	53
"852"	"T.cells.CD4.memory.activated"	"V403"	-0.121	2.55e-67	54
"853"	"T.cells.CD4.memory.activated"	"V405"	0.0473	1.63e-11	55
"854"	"T.cells.CD4.memory.activated"	"V423"	0.291	0	56
"855"	"T.cells.CD4.memory.activated"	"V431"	-0.0671	1.11e-21	57
"856"	"T.cells.CD4.memory.activated"	"V435"	-0.183	5.29e-152	58
"857"	"T.cells.CD4.memory.activated"	"V451"	0.0213	0.002371408	59
"858"	"T.cells.CD4.memory.activated"	"V452"	0.255	1.46e-297	60
"859"	"T.cells.CD4.memory.activated"	"V455"	-0.0126	0.073892563	61
"860"	"T.cells.CD4.memory.activated"	"V458"	0.0553	3.4e-15	62
"861"	"T.cells.CD4.memory.activated"	"V461"	0.136	1.73e-84	63
"862"	"T.cells.CD4.memory.activated"	"V464"	0.0772	3.86e-28	64
"863"	"T.cells.CD4.memory.activated"	"V469"	0.0271	0.000115285	65
"864"	"T.cells.CD4.memory.activated"	"V473"	0.0718	1.3e-24	66
"865"	"T.cells.CD4.memory.activated"	"V479"	0.141	4.12e-90	67
"866"	"T.cells.CD4.memory.activated"	"V484"	0.017	0.01556251	68
"867"	"T.cells.CD4.memory.activated"	"V493"	0.0797	6.64e-30	69
"868"	"T.cells.CD4.memory.activated"	"V504"	-0.00578	0.410282571	70
"869"	"T.cells.CD4.memory.activated"	"V519"	-0.0795	9.05e-30	71
"870"	"T.cells.CD4.memory.activated"	"V527"	0.145	8.18e-96	73
"871"	"T.cells.CD4.memory.activated"	"V528"	0.00296	0.673806219	74
"872"	"T.cells.CD4.memory.activated"	"V533"	0.0472	1.83e-11	75
"873"	"T.cells.CD4.memory.activated"	"V537"	0.0288	4.07e-05	76
"874"	"T.cells.CD4.memory.activated"	"V562"	-0.0981	1.69e-44	78
"875"	"T.cells.CD4.memory.activated"	"V570"	0.0333	2.1e-06	79
"876"	"T.cells.CD4.memory.activated"	"V576"	0.0634	1.66e-19	80
"877"	"T.cells.CD4.memory.activated"	"V590"	0.165	1.69e-123	81
"878"	"T.cells.CD4.memory.activated"	"V592"	0.101	5.06e-47	82
"879"	"T.cells.CD4.memory.activated"	"V611"	-0.0324	3.83e-06	83
"880"	"T.cells.CD4.memory.activated"	"V625"	-0.109	8.16e-55	84
"881"	"T.cells.CD4.memory.activated"	"V626"	-0.12	1.23e-65	85
"882"	"T.cells.CD4.memory.activated"	"V628"	-0.221	3.69e-223	86
"883"	"T.cells.CD4.memory.activated"	"V632"	-0.046	5.67e-11	87
"884"	"T.cells.CD4.memory.activated"	"V645"	-0.0112	0.111672387	88
"885"	"T.cells.CD4.memory.activated"	"V648"	0.000898	0.898253196	89
"886"	"T.cells.CD4.memory.activated"	"V657"	0.113	5.9e-59	90
"887"	"T.cells.CD4.memory.activated"	"V658"	-0.019	0.006831422	91
"888"	"T.cells.CD4.memory.activated"	"V662"	-0.0306	1.34e-05	92
"889"	"T.cells.CD4.memory.activated"	"V663"	0.0443	2.92e-10	93
"890"	"T.cells.CD4.memory.activated"	"V675"	-0.152	1.95e-105	95
"891"	"T.cells.CD4.memory.activated"	"V677"	-0.103	2.73e-49	96
"892"	"T.cells.CD4.memory.activated"	"V678"	0.135	9.15e-83	97
"893"	"T.cells.CD4.memory.activated"	"V681"	0.0368	1.65e-07	99
"894"	"T.cells.CD4.memory.activated"	"V684"	-0.0119	0.089284064	100
"895"	"T.cells.CD4.memory.activated"	"V689"	-0.234	2.84e-249	101
"896"	"T.cells.CD4.memory.activated"	"V702"	0.159	1.91e-115	102
"897"	"T.cells.CD4.memory.activated"	"V703"	0.0521	1.14e-13	103
"898"	"T.cells.CD4.memory.activated"	"V710"	0.0101	0.151010007	104
"899"	"T.cells.CD4.memory.activated"	"V719"	0.0578	1.89e-16	105
"900"	"T.cells.CD4.memory.activated"	"V723"	-0.181	1.91e-148	106
"901"	"T.cells.CD4.memory.activated"	"V731"	0.0454	1.02e-10	107
"902"	"T.cells.CD4.memory.activated"	"V743"	0.164	6.9e-123	108
"903"	"T.cells.CD4.memory.activated"	"V746"	-0.0292	3.27e-05	109
"904"	"T.cells.CD4.memory.activated"	"V750"	-0.018	0.010413154	110
"905"	"T.cells.CD4.memory.activated"	"V759"	-0.304	0	111
"906"	"T.cells.CD4.memory.activated"	"V772"	-0.0377	7.66e-08	112
"907"	"T.cells.CD4.memory.activated"	"V774"	-0.0986	5.43e-45	113
"908"	"T.cells.CD4.memory.activated"	"V790"	0.122	1.4e-67	114
"909"	"T.cells.CD4.memory.activated"	"V792"	-0.0487	4.19e-12	115
"910"	"T.cells.CD4.memory.activated"	"V794"	0.0329	2.75e-06	116
"911"	"T.cells.CD4.memory.activated"	"V802"	0.113	1.71e-58	117
"912"	"T.cells.CD4.memory.activated"	"V804"	0.142	5e-92	118
"913"	"T.cells.CD4.memory.activated"	"V810"	-0.0383	4.94e-08	119
"914"	"T.cells.CD4.memory.activated"	"V814"	0.00797	0.256809134	120
"915"	"T.cells.CD4.memory.activated"	"V817"	-0.115	5.05e-61	121
"916"	"T.cells.CD4.memory.activated"	"V820"	-0.0393	2.23e-08	122
"917"	"T.cells.CD4.memory.activated"	"V821"	0.343	0	123
"918"	"T.cells.CD4.memory.activated"	"V822"	-0.0426	1.32e-09	124
"919"	"T.cells.CD4.memory.activated"	"V823"	0.0106	0.131101601	125
"920"	"T.cells.CD4.memory.activated"	"V830"	-0.0749	1.22e-26	127
"921"	"T.cells.CD4.memory.activated"	"V834"	0.0588	5.52e-17	128
"922"	"T.cells.CD4.memory.activated"	"V838"	0.0641	6.3e-20	129
"923"	"T.cells.CD4.memory.activated"	"V844"	0.0758	3.05e-27	130
"924"	"T.cells.CD4.memory.activated"	"V851"	-0.0248	0.000421287	131
"925"	"T.cells.follicular.helper"	"V13"	0.0111	0.115607254	5
"926"	"T.cells.follicular.helper"	"V14"	-0.0169	0.01625812	6
"927"	"T.cells.follicular.helper"	"V17"	0.0364	2.12e-07	15
"928"	"T.cells.follicular.helper"	"V23"	0.0189	0.007168324	24
"929"	"T.cells.follicular.helper"	"V25"	-0.0107	0.128665375	28
"930"	"T.cells.follicular.helper"	"V27"	-0.182	9.41e-150	34
"931"	"T.cells.follicular.helper"	"V37"	0.172	3.48e-134	45
"932"	"T.cells.follicular.helper"	"V40"	-0.00829	0.237817947	52
"933"	"T.cells.follicular.helper"	"V52"	-0.0847	1.37e-33	72
"934"	"T.cells.follicular.helper"	"V54"	-0.00611	0.384358358	77
"935"	"T.cells.follicular.helper"	"V67"	-0.0308	1.19e-05	94
"936"	"T.cells.follicular.helper"	"V68"	-0.0357	3.84e-07	98
"937"	"T.cells.follicular.helper"	"V83"	-0.164	3.85e-122	126
"938"	"T.cells.follicular.helper"	"V94"	0.0507	5.32e-13	132
"939"	"T.cells.follicular.helper"	"V100"	0.0999	3.99e-46	1
"940"	"T.cells.follicular.helper"	"V112"	-0.0249	0.000383782	2
"941"	"T.cells.follicular.helper"	"V118"	-0.0522	1.06e-13	3
"942"	"T.cells.follicular.helper"	"V119"	-0.131	1.02e-77	4
"943"	"T.cells.follicular.helper"	"V140"	-0.195	2.41e-172	7
"944"	"T.cells.follicular.helper"	"V142"	-0.0547	6.52e-15	8
"945"	"T.cells.follicular.helper"	"V149"	0.124	3.55e-70	9
"946"	"T.cells.follicular.helper"	"V150"	0.178	2.56e-143	10
"947"	"T.cells.follicular.helper"	"V155"	0.0442	3.11e-10	11
"948"	"T.cells.follicular.helper"	"V157"	0.0253	0.000315609	12
"949"	"T.cells.follicular.helper"	"V159"	0.0244	0.000521456	13
"950"	"T.cells.follicular.helper"	"V166"	-0.16	9.18e-116	14
"951"	"T.cells.follicular.helper"	"V180"	0.022	0.00177685	16
"952"	"T.cells.follicular.helper"	"V184"	0.0674	7.38e-22	17
"953"	"T.cells.follicular.helper"	"V189"	0.11	3.54e-55	18
"954"	"T.cells.follicular.helper"	"V190"	0.202	2.9e-185	19
"955"	"T.cells.follicular.helper"	"V205"	0.132	2.24e-79	20
"956"	"T.cells.follicular.helper"	"V219"	0.0463	4.32e-11	21
"957"	"T.cells.follicular.helper"	"V222"	-0.0935	1.29e-40	22
"958"	"T.cells.follicular.helper"	"V227"	-0.288	0	23
"959"	"T.cells.follicular.helper"	"V231"	0.0809	8.82e-31	25
"960"	"T.cells.follicular.helper"	"V238"	0.00921	0.189893773	26
"961"	"T.cells.follicular.helper"	"V241"	-0.206	1.22e-193	27
"962"	"T.cells.follicular.helper"	"V255"	0.0903	5.36e-38	29
"963"	"T.cells.follicular.helper"	"V256"	-0.162	5.93e-119	30
"964"	"T.cells.follicular.helper"	"V260"	-0.0914	7.78e-39	31
"965"	"T.cells.follicular.helper"	"V261"	-0.286	0	32
"966"	"T.cells.follicular.helper"	"V268"	0.0767	7.98e-28	33
"967"	"T.cells.follicular.helper"	"V270"	-0.00329	0.639071863	35
"968"	"T.cells.follicular.helper"	"V281"	0.0232	0.000975886	36
"969"	"T.cells.follicular.helper"	"V284"	-0.175	1.22e-138	37
"970"	"T.cells.follicular.helper"	"V286"	-0.037	1.37e-07	38
"971"	"T.cells.follicular.helper"	"V287"	0.106	3.75e-52	39
"972"	"T.cells.follicular.helper"	"V294"	0.0779	1.16e-28	40
"973"	"T.cells.follicular.helper"	"V308"	0.0338	1.45e-06	41
"974"	"T.cells.follicular.helper"	"V327"	-0.0514	2.39e-13	42
"975"	"T.cells.follicular.helper"	"V337"	-0.0593	3.13e-17	43
"976"	"T.cells.follicular.helper"	"V362"	0.035	6.1e-07	44
"977"	"T.cells.follicular.helper"	"V370"	0.105	1.19e-50	46
"978"	"T.cells.follicular.helper"	"V375"	-0.0437	4.73e-10	47
"979"	"T.cells.follicular.helper"	"V385"	-0.116	3.48e-61	48
"980"	"T.cells.follicular.helper"	"V386"	0.0213	0.002381304	49
"981"	"T.cells.follicular.helper"	"V392"	-0.102	2.69e-48	50
"982"	"T.cells.follicular.helper"	"V393"	0.123	1.15e-68	51
"983"	"T.cells.follicular.helper"	"V400"	-0.0158	0.024399726	53
"984"	"T.cells.follicular.helper"	"V403"	-0.117	9.28e-63	54
"985"	"T.cells.follicular.helper"	"V405"	0.0225	0.001375798	55
"986"	"T.cells.follicular.helper"	"V423"	0.123	1.08e-69	56
"987"	"T.cells.follicular.helper"	"V431"	-0.0668	1.71e-21	57
"988"	"T.cells.follicular.helper"	"V435"	0.036	2.93e-07	58
"989"	"T.cells.follicular.helper"	"V451"	0.0388	3.23e-08	59
"990"	"T.cells.follicular.helper"	"V452"	0.144	4.02e-94	60
"991"	"T.cells.follicular.helper"	"V455"	0.0577	2.11e-16	61
"992"	"T.cells.follicular.helper"	"V458"	0.0985	7.53e-45	62
"993"	"T.cells.follicular.helper"	"V461"	0.0721	8.98e-25	63
"994"	"T.cells.follicular.helper"	"V464"	0.0189	0.007067737	64
"995"	"T.cells.follicular.helper"	"V469"	-0.0181	0.009976382	65
"996"	"T.cells.follicular.helper"	"V473"	0.179	4.21e-146	66
"997"	"T.cells.follicular.helper"	"V479"	0.116	1.64e-61	67
"998"	"T.cells.follicular.helper"	"V484"	-0.0353	5.02e-07	68
"999"	"T.cells.follicular.helper"	"V493"	0.0236	0.000798762	69
"1000"	"T.cells.follicular.helper"	"V504"	-0.0183	0.009343205	70
"1001"	"T.cells.follicular.helper"	"V519"	0.00731	0.297747587	71
"1002"	"T.cells.follicular.helper"	"V527"	0.0598	1.58e-17	73
"1003"	"T.cells.follicular.helper"	"V528"	0.0308	1.13e-05	74
"1004"	"T.cells.follicular.helper"	"V533"	-0.0516	1.97e-13	75
"1005"	"T.cells.follicular.helper"	"V537"	-0.0609	3.87e-18	76
"1006"	"T.cells.follicular.helper"	"V562"	-0.0487	4.1e-12	78
"1007"	"T.cells.follicular.helper"	"V570"	-0.096	1.11e-42	79
"1008"	"T.cells.follicular.helper"	"V576"	0.0851	6.39e-34	80
"1009"	"T.cells.follicular.helper"	"V590"	0.11	2.15e-55	81
"1010"	"T.cells.follicular.helper"	"V592"	0.222	9.13e-224	82
"1011"	"T.cells.follicular.helper"	"V611"	0.0267	0.000147305	83
"1012"	"T.cells.follicular.helper"	"V625"	-0.0152	0.030927771	84
"1013"	"T.cells.follicular.helper"	"V626"	-0.0436	5.51e-10	85
"1014"	"T.cells.follicular.helper"	"V628"	-0.203	3.47e-187	86
"1015"	"T.cells.follicular.helper"	"V632"	-0.0219	0.001860028	87
"1016"	"T.cells.follicular.helper"	"V645"	-0.0169	0.01627464	88
"1017"	"T.cells.follicular.helper"	"V648"	0.0878	5.14e-36	89
"1018"	"T.cells.follicular.helper"	"V657"	0.0895	2.72e-37	90
"1019"	"T.cells.follicular.helper"	"V658"	0.066	4.93e-21	91
"1020"	"T.cells.follicular.helper"	"V662"	-0.0683	2.11e-22	92
"1021"	"T.cells.follicular.helper"	"V663"	0.0262	0.000188548	93
"1022"	"T.cells.follicular.helper"	"V675"	-0.124	1.13e-70	95
"1023"	"T.cells.follicular.helper"	"V677"	-0.142	1.78e-91	96
"1024"	"T.cells.follicular.helper"	"V678"	0.0576	2.29e-16	97
"1025"	"T.cells.follicular.helper"	"V681"	0.123	4.3e-69	99
"1026"	"T.cells.follicular.helper"	"V684"	0.0238	0.000717935	100
"1027"	"T.cells.follicular.helper"	"V689"	-0.0502	8.41e-13	101
"1028"	"T.cells.follicular.helper"	"V702"	-0.0352	5.53e-07	102
"1029"	"T.cells.follicular.helper"	"V703"	-0.0218	0.001914352	103
"1030"	"T.cells.follicular.helper"	"V710"	0.0233	0.000886749	104
"1031"	"T.cells.follicular.helper"	"V719"	-0.0547	6.25e-15	105
"1032"	"T.cells.follicular.helper"	"V723"	-0.0929	4.02e-40	106
"1033"	"T.cells.follicular.helper"	"V731"	-0.0691	6.74e-23	107
"1034"	"T.cells.follicular.helper"	"V743"	0.0208	0.003039828	108
"1035"	"T.cells.follicular.helper"	"V746"	-0.135	3.37e-83	109
"1036"	"T.cells.follicular.helper"	"V750"	-0.0313	8.08e-06	110
"1037"	"T.cells.follicular.helper"	"V759"	-0.0446	2.03e-10	111
"1038"	"T.cells.follicular.helper"	"V772"	0.0463	4.14e-11	112
"1039"	"T.cells.follicular.helper"	"V774"	-0.0251	0.000349604	113
"1040"	"T.cells.follicular.helper"	"V790"	-0.044	3.81e-10	114
"1041"	"T.cells.follicular.helper"	"V792"	-0.0371	1.29e-07	115
"1042"	"T.cells.follicular.helper"	"V794"	-0.0124	0.076538613	116
"1043"	"T.cells.follicular.helper"	"V802"	0.101	2.31e-47	117
"1044"	"T.cells.follicular.helper"	"V804"	0.0512	3.02e-13	118
"1045"	"T.cells.follicular.helper"	"V810"	0.00256	0.715278854	119
"1046"	"T.cells.follicular.helper"	"V814"	-0.132	4.9e-80	120
"1047"	"T.cells.follicular.helper"	"V817"	-0.0113	0.106361403	121
"1048"	"T.cells.follicular.helper"	"V820"	-0.0106	0.132373832	122
"1049"	"T.cells.follicular.helper"	"V821"	0.139	2.63e-88	123
"1050"	"T.cells.follicular.helper"	"V822"	0.0197	0.005030645	124
"1051"	"T.cells.follicular.helper"	"V823"	-0.0946	1.8e-41	125
"1052"	"T.cells.follicular.helper"	"V830"	0.00913	0.193683212	127
"1053"	"T.cells.follicular.helper"	"V834"	0.155	5.3e-109	128
"1054"	"T.cells.follicular.helper"	"V838"	-0.0554	3.05e-15	129
"1055"	"T.cells.follicular.helper"	"V844"	-0.0196	0.005156472	130
"1056"	"T.cells.follicular.helper"	"V851"	0.0618	1.31e-18	131
"1057"	"T.cells.regulatory..Tregs."	"V13"	0.14	4.17e-89	5
"1058"	"T.cells.regulatory..Tregs."	"V14"	-0.194	1.78e-171	6
"1059"	"T.cells.regulatory..Tregs."	"V17"	-0.0168	0.016903171	15
"1060"	"T.cells.regulatory..Tregs."	"V23"	-0.204	8.18e-190	24
"1061"	"T.cells.regulatory..Tregs."	"V25"	-0.177	2.62e-142	28
"1062"	"T.cells.regulatory..Tregs."	"V27"	0.24	2.71e-263	34
"1063"	"T.cells.regulatory..Tregs."	"V37"	-0.237	1.45e-256	45
"1064"	"T.cells.regulatory..Tregs."	"V40"	0.0605	6.67e-18	52
"1065"	"T.cells.regulatory..Tregs."	"V52"	-0.111	6.62e-57	72
"1066"	"T.cells.regulatory..Tregs."	"V54"	-0.0327	3.22e-06	77
"1067"	"T.cells.regulatory..Tregs."	"V67"	0.069	8.15e-23	94
"1068"	"T.cells.regulatory..Tregs."	"V68"	0.156	5.01e-110	98
"1069"	"T.cells.regulatory..Tregs."	"V83"	-0.144	4.32e-94	126
"1070"	"T.cells.regulatory..Tregs."	"V94"	-0.16	3.6e-116	132
"1071"	"T.cells.regulatory..Tregs."	"V100"	0.13	7.71e-77	1
"1072"	"T.cells.regulatory..Tregs."	"V112"	0.157	4.01e-112	2
"1073"	"T.cells.regulatory..Tregs."	"V118"	0.0294	2.83e-05	3
"1074"	"T.cells.regulatory..Tregs."	"V119"	-0.256	2.38e-301	4
"1075"	"T.cells.regulatory..Tregs."	"V140"	0.0476	1.19e-11	7
"1076"	"T.cells.regulatory..Tregs."	"V142"	0.134	4.7e-82	8
"1077"	"T.cells.regulatory..Tregs."	"V149"	-0.156	3.76e-111	9
"1078"	"T.cells.regulatory..Tregs."	"V150"	-0.0554	2.82e-15	10
"1079"	"T.cells.regulatory..Tregs."	"V155"	-0.0376	8.55e-08	11
"1080"	"T.cells.regulatory..Tregs."	"V157"	-0.0349	6.71e-07	12
"1081"	"T.cells.regulatory..Tregs."	"V159"	-0.0264	0.000171924	13
"1082"	"T.cells.regulatory..Tregs."	"V166"	0.0153	0.028888773	14
"1083"	"T.cells.regulatory..Tregs."	"V180"	0.0958	1.7e-42	16
"1084"	"T.cells.regulatory..Tregs."	"V184"	-0.118	2.83e-63	17
"1085"	"T.cells.regulatory..Tregs."	"V189"	-0.0688	1.07e-22	18
"1086"	"T.cells.regulatory..Tregs."	"V190"	0.048	8.14e-12	19
"1087"	"T.cells.regulatory..Tregs."	"V205"	-0.0994	1.24e-45	20
"1088"	"T.cells.regulatory..Tregs."	"V219"	-0.0258	0.000237241	21
"1089"	"T.cells.regulatory..Tregs."	"V222"	-0.129	1.89e-75	22
"1090"	"T.cells.regulatory..Tregs."	"V227"	0.106	5.89e-52	23
"1091"	"T.cells.regulatory..Tregs."	"V231"	-0.0691	6.51e-23	25
"1092"	"T.cells.regulatory..Tregs."	"V238"	0.133	3.4e-80	26
"1093"	"T.cells.regulatory..Tregs."	"V241"	0.18	6.05e-148	27
"1094"	"T.cells.regulatory..Tregs."	"V255"	-0.0292	3.23e-05	29
"1095"	"T.cells.regulatory..Tregs."	"V256"	0.1	1.85e-46	30
"1096"	"T.cells.regulatory..Tregs."	"V260"	-0.0104	0.138665121	31
"1097"	"T.cells.regulatory..Tregs."	"V261"	0.226	2.86e-233	32
"1098"	"T.cells.regulatory..Tregs."	"V268"	0.131	5.11e-78	33
"1099"	"T.cells.regulatory..Tregs."	"V270"	0.0125	0.075036334	35
"1100"	"T.cells.regulatory..Tregs."	"V281"	0.0344	9.96e-07	36
"1101"	"T.cells.regulatory..Tregs."	"V284"	0.135	4.68e-83	37
"1102"	"T.cells.regulatory..Tregs."	"V286"	0.0473	1.69e-11	38
"1103"	"T.cells.regulatory..Tregs."	"V287"	-0.0638	9.39e-20	39
"1104"	"T.cells.regulatory..Tregs."	"V294"	0.0817	2.48e-31	40
"1105"	"T.cells.regulatory..Tregs."	"V308"	0.0316	6.76e-06	41
"1106"	"T.cells.regulatory..Tregs."	"V327"	0.00563	0.422995272	42
"1107"	"T.cells.regulatory..Tregs."	"V337"	0.0737	8.35e-26	43
"1108"	"T.cells.regulatory..Tregs."	"V362"	0.167	1e-126	44
"1109"	"T.cells.regulatory..Tregs."	"V370"	-0.126	5.44e-73	46
"1110"	"T.cells.regulatory..Tregs."	"V375"	0.218	3.83e-216	47
"1111"	"T.cells.regulatory..Tregs."	"V385"	-0.0691	6.53e-23	48
"1112"	"T.cells.regulatory..Tregs."	"V386"	0.107	9.26e-53	49
"1113"	"T.cells.regulatory..Tregs."	"V392"	0.0629	3.02e-19	50
"1114"	"T.cells.regulatory..Tregs."	"V393"	-0.106	1.4e-51	51
"1115"	"T.cells.regulatory..Tregs."	"V400"	-0.104	3.15e-50	53
"1116"	"T.cells.regulatory..Tregs."	"V403"	-0.00733	0.296923848	54
"1117"	"T.cells.regulatory..Tregs."	"V405"	-0.199	7.88e-181	55
"1118"	"T.cells.regulatory..Tregs."	"V423"	-0.197	2.55e-176	56
"1119"	"T.cells.regulatory..Tregs."	"V431"	0.203	2.8e-188	57
"1120"	"T.cells.regulatory..Tregs."	"V435"	0.168	4.46e-128	58
"1121"	"T.cells.regulatory..Tregs."	"V451"	0.00265	0.706213041	59
"1122"	"T.cells.regulatory..Tregs."	"V452"	-0.198	3.14e-178	60
"1123"	"T.cells.regulatory..Tregs."	"V455"	-0.00784	0.264637776	61
"1124"	"T.cells.regulatory..Tregs."	"V458"	0.0468	2.67e-11	62
"1125"	"T.cells.regulatory..Tregs."	"V461"	-0.113	1.03e-58	63
"1126"	"T.cells.regulatory..Tregs."	"V464"	0.0471	1.93e-11	64
"1127"	"T.cells.regulatory..Tregs."	"V469"	0.0898	1.45e-37	65
"1128"	"T.cells.regulatory..Tregs."	"V473"	0.0324	4.04e-06	66
"1129"	"T.cells.regulatory..Tregs."	"V479"	-0.197	5.24e-176	67
"1130"	"T.cells.regulatory..Tregs."	"V484"	0.125	3.94e-71	68
"1131"	"T.cells.regulatory..Tregs."	"V493"	0.0603	8.25e-18	69
"1132"	"T.cells.regulatory..Tregs."	"V504"	0.0486	4.4e-12	70
"1133"	"T.cells.regulatory..Tregs."	"V519"	-0.0102	0.144589162	71
"1134"	"T.cells.regulatory..Tregs."	"V527"	0.000235	0.973355501	73
"1135"	"T.cells.regulatory..Tregs."	"V528"	-0.0591	3.97e-17	74
"1136"	"T.cells.regulatory..Tregs."	"V533"	-0.137	6.83e-86	75
"1137"	"T.cells.regulatory..Tregs."	"V537"	-0.0979	2.61e-44	76
"1138"	"T.cells.regulatory..Tregs."	"V562"	-0.0121	0.085424023	78
"1139"	"T.cells.regulatory..Tregs."	"V570"	-0.216	2.3e-213	79
"1140"	"T.cells.regulatory..Tregs."	"V576"	0.179	1.61e-145	80
"1141"	"T.cells.regulatory..Tregs."	"V590"	-0.248	1.94e-282	81
"1142"	"T.cells.regulatory..Tregs."	"V592"	-0.0102	0.148356201	82
"1143"	"T.cells.regulatory..Tregs."	"V611"	0.00452	0.519864236	83
"1144"	"T.cells.regulatory..Tregs."	"V625"	0.0889	7.9e-37	84
"1145"	"T.cells.regulatory..Tregs."	"V626"	0.0723	6.58e-25	85
"1146"	"T.cells.regulatory..Tregs."	"V628"	0.179	3.46e-146	86
"1147"	"T.cells.regulatory..Tregs."	"V632"	-0.112	2.55e-57	87
"1148"	"T.cells.regulatory..Tregs."	"V645"	-0.0494	1.9e-12	88
"1149"	"T.cells.regulatory..Tregs."	"V648"	-0.0597	1.89e-17	89
"1150"	"T.cells.regulatory..Tregs."	"V657"	0.0462	4.73e-11	90
"1151"	"T.cells.regulatory..Tregs."	"V658"	-0.04	1.18e-08	91
"1152"	"T.cells.regulatory..Tregs."	"V662"	-0.137	6.4e-86	92
"1153"	"T.cells.regulatory..Tregs."	"V663"	0.0223	0.001530987	93
"1154"	"T.cells.regulatory..Tregs."	"V675"	0.109	6.2e-55	95
"1155"	"T.cells.regulatory..Tregs."	"V677"	0.054	1.46e-14	96
"1156"	"T.cells.regulatory..Tregs."	"V678"	-0.035	6.14e-07	97
"1157"	"T.cells.regulatory..Tregs."	"V681"	0.143	1.27e-92	99
"1158"	"T.cells.regulatory..Tregs."	"V684"	-0.176	2.78e-140	100
"1159"	"T.cells.regulatory..Tregs."	"V689"	0.219	8.89e-219	101
"1160"	"T.cells.regulatory..Tregs."	"V702"	-0.291	0	102
"1161"	"T.cells.regulatory..Tregs."	"V703"	-0.0881	3.18e-36	103
"1162"	"T.cells.regulatory..Tregs."	"V710"	-0.126	3.17e-72	104
"1163"	"T.cells.regulatory..Tregs."	"V719"	-0.00417	0.552370694	105
"1164"	"T.cells.regulatory..Tregs."	"V723"	0.118	2.19e-63	106
